V1,V2,V3,V4,V5,V6,V7,V9,V10,V11,V12,V14,V16,V17,V18,V19,Amount,Class
-1.0206316658236099,1.49695912243222,-4.490937117583349,1.83672705849852,0.6273184675015561,-2.7355686100106604,-1.5462736424129098,-0.6827414059739899,-4.36310219273296,4.28702087961434,-5.40376835689762,-3.08774290682652,-3.53705628406879,-3.17202752176385,-0.52988508450368,1.01162645030639,22.04,1
-4.61721720415581,1.6956936534665599,-3.1143722007949104,4.32819855298178,-1.8732569908652699,-0.9899081355382628,-4.57726462658038,0.472016953377646,-5.576022636424151,4.80232276125089,-10.833164469314001,-9.40542306160986,-7.55234220350747,-9.8025617903912,-4.12062883466552,1.7405072903619598,1.1,1
-0.268824056611689,1.16112472537267,-0.722526386083971,-0.5716864500547131,0.501055743124851,-0.635451338839652,0.525083748972351,-0.402562618411955,-0.88425112268602,0.878703281014131,0.4649548526587561,-0.380970033758216,0.6418255960312249,0.363066582430116,0.35123294825037105,0.00724835585036186,17.99,0
-6.9852674861123,5.1510935687259805,-4.59933777342036,4.534478600647679,0.8490539786117192,-0.21070120327864397,-4.42522968507474,0.0693205728889109,-0.870997150804889,5.20081516878268,-7.802227789712809,-7.56013197197136,-1.50792960088674,-3.4102745678047097,0.10754400735907199,-1.3755176563727298,0.76,1
0.269614090485094,3.54975512877325,-5.810353444537059,5.80936957402456,1.53880793351049,-2.2692191356681803,-0.824203333436328,-3.7590594563662405,-4.59238980599474,5.479391510096691,-5.657857540918161,-10.3848897408947,-0.701882908954806,0.40973584050041495,0.9396036940294828,-1.95429995537505,0.68,1
-0.43740474193593004,0.964651815240552,1.34951282240873,-0.0467045369879513,0.0699498664732204,-0.32894110462973497,0.46209930656113796,-0.503286388766774,-0.354323704306923,1.6995390517474198,0.166317835239722,0.0302071637874527,0.2796778719854,0.17388960815242302,-0.0216615901013033,-0.228932577974126,2.69,0
1.0902120316238002,-0.310287402456712,1.22096778839,0.7050780771028701,-0.9000543377182301,0.480481540353305,-0.842636131005647,0.75722695822524,-0.0991703900624009,1.08358634845424,0.897630056369991,-0.0634390422479047,0.0958916520059891,-0.11376328300226898,-0.11496523336818101,-0.10502984081785699,11.5,0
-4.64189285087538,2.90208643306647,-1.5729387093174199,2.507298518227,-0.871782564349351,-1.0409025722626,-1.59390073966645,1.9089626859370699,1.07741752106048,3.33850216040272,-6.54261034532574,-3.26647554459315,-4.84238307827835,-5.269876299726,-2.34466857415508,1.95922405409272,11.39,1
-13.8972058704019,6.34428045616839,-14.281666443247099,5.58100899740718,-12.8871331616131,-3.1461763671985,-15.450467216826999,-5.48612077680694,-14.676470249746401,5.1483517210937,-10.7495919949504,-9.798012076589039,-12.675268899047001,-20.7406637223494,-8.15366802624724,5.2283417900513,9.99,1
0.364376991240021,1.4435234651031101,-2.2209073739296,2.03698508634993,-1.23705503097364,-1.72816100636381,-2.05858236489925,-1.39330570864802,-3.50579032571994,2.8143141548162203,-3.3421759957595496,-4.82032224395007,-3.1570326718431403,-4.405850224528651,-2.55882785118576,-0.20880953674197397,0.76,1
-2.79077103894771,-1.46426898705405,1.03116500769674,1.9213560843992001,-0.0900138203463016,-0.483871347899329,0.780731181206493,0.6091334519350871,0.225933803313285,-1.06453419450651,-0.7873727379555521,-0.126756361711439,-0.6353216545965881,0.327006411459276,0.0438160872305435,1.40357376229763,208.58,1
-14.724627011925302,7.875156792730469,-21.872317364456602,11.906169907890101,-8.34873369160876,-2.2628464196924503,-15.8334427819606,-6.35683349086288,-13.2616517082667,10.0637897462894,-14.394766801672098,-14.2483158270781,-8.16163244506225,-12.2809648581754,-4.81858639342974,0.7197876821087908,1.0,1
-1.29826271988273,-0.7715341099235171,-0.0496619993205454,-1.4670187516993,-0.965894877147759,-0.589482704833269,0.554657713300006,-1.2205207691163402,0.0081973070971921,0.125181549093684,-1.07876713453481,0.583782540685772,1.23883805860135,0.21256648619240698,-0.57267012445077,0.515680116573091,261.0,0
1.17075621526687,2.50103820829712,-4.9861592332247,5.37416005823382,0.9977983920583171,-1.2590044784641798,-1.23768881403143,-2.6124885039606602,-3.0647295309312703,3.48060170327307,-3.73515295429888,-8.229951992100482,-0.40847061291995895,-1.48128347210329,0.34762669223208303,-1.16441437126035,4.97,1
1.8331910475600601,0.74533277919767,-1.1330087128958701,3.8935559772499597,0.8581638168715798,0.9102345013209979,-0.49820006940812894,-0.667939095579291,0.398155064675901,0.613867739096179,-0.0225614827826197,-2.96920095585607,2.4644498023924504,0.6712405764316679,1.92102109165871,-1.61692658827377,17.39,1
1.11983667363507,0.30777712357060805,0.578424795603347,2.32613932419544,0.299765408609007,1.1007010964683899,-0.235734595088052,-0.482638979124491,0.64760066623264,0.25982915762541,0.663370574970728,0.0675442415339686,0.43386359353198706,-0.525652052963518,-0.348399093687963,-0.32624793523055395,9.39,0
